Point No,Station,Basin,Country,Lat,Lon,Upstream area,Forecast Date,max_EPS,GloFAS_2yr,GloFAS_5yr,GloFAS_20yr,Alert_level,Days_until_peak,pfaf_id
2509,Pungoe At En1 Ponte Gorongosa E651,Pungwe,Mozambique,-19.025,34.175,,2026-03-02T00:00:00,2/-9999/-9999,2,-9999,-9999,0,13,123025
2510,Sesfontein,Coastal,Namibia,-19.175,13.575,11000.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,128096
2511,Condo Ds Gw 63422121,Save,Zimbabwe,-19.175,32.025,11174.000,2026-03-02T00:00:00,2/-9999/-9999,2,-9999,-9999,0,10,123062
2522,Odzi At Odzi Gorge G-W -63422330-,Save,Zimbabwe,-19.775,32.425,6522.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,11,123062
2512,Porto Das Andorinhas,Sao Francisco,Brazil,-19.275,-45.275,14000.000,2026-03-02T00:00:00,23/3/-9999,23,3,-9999,0,1,634980
2513,Porto Da Manga,Parana,Brazil,-19.375,-57.275,327000.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,15,642475
2514,Na,Not found,Not found,-19.375,140.775,,2026-03-02T00:00:00,100/21/3,100,21,3,1,2,562843
2515,Linhares,Doce,Brazil,-19.425,-40.075,78456.000,2026-03-02T00:00:00,2/-9999/-9999,2,-9999,-9999,0,1,635601
2516,Pungwe At Mafambisse En6 E67,Pungwe,Mozambique,-19.425,34.525,2687.000,2026-03-02T00:00:00,2/-9999/-9999,2,-9999,-9999,0,13,123023
2517,Porto Esperanca,Parana,Brazil,-19.575,-57.425,363500.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,15,642473
2520,Na,Parana,Brazil,-19.675,-57.525,,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,15,642473
2518,Fazenda Rio Negro,Parana,Brazil,-19.575,-56.225,14770.000,2026-03-02T00:00:00,2/2/-9999,2,2,-9999,0,14,642476
2519,Home Hill,Burdekin,Australia,-19.625,147.425,129939.000,2026-03-02T00:00:00,45/13/3,45,13,3,1,10,563210
2524,Clare,Burdekin,Australia,-19.775,147.225,129900.000,2026-03-02T00:00:00,45/13/3,45,13,3,1,10,563210
2521,Porto Ciriaco,Parana,Brazil,-19.725,-56.275,17200.000,2026-03-02T00:00:00,2/2/2,2,2,2,0,15,642474
2530,Miranda,Parana,Brazil,-20.225,-56.425,15460.000,2026-03-02T00:00:00,2/2/-9999,2,2,-9999,0,1,642474
2537,Estrada Mt 738,Parana,Brazil,-20.775,-56.075,11600.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,642474
2523,Revue,Na,Mozambique,-19.775,33.825,,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,10,123040
2525,Buzi At E.N.1 Goonda E456,Buzi,Mozambique,-19.875,33.875,100.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,11,123040
2526,Lucite At Dombe E246,Buzi,Mozambique,-19.975,33.425,4834.000,2026-03-02T00:00:00,2/-9999/-9999,2,-9999,-9999,0,13,123040
2527,Buzi At Estaquinha E188,Buzi,Mozambique,-19.975,34.125,26314.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,12,123040
2532,Buzi em Chibabava,Na,Mozambique,-20.275,33.675,,2026-03-02T00:00:00,2/-9999/-9999,2,-9999,-9999,0,10,123040
2536,Buzi em Espungabera,Na,Mozambique,-20.475,32.825,,2026-03-02T00:00:00,5/-9999/-9999,5,-9999,-9999,0,8,123040
2528,Porto Galeano,Parana,Brazil,-20.075,-52.175,19000.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,15,642760
2529,Na,Flinders,Australia,-20.125,141.125,,2026-03-02T00:00:00,100/100/17,100,100,17,2,1,562848
2531,Ugab At Petersburg -64734001-,Coastal,Namibia,-20.225,16.125,8061.000,2026-03-02T00:00:00,2/-9999/-9999,2,-9999,-9999,0,4,128060
2535,Vingerklip  64734002,Coastal,Namibia,-20.425,15.425,14200.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,128060
2540,Ugab Slab  64734003,Coastal,Namibia,-21.075,13.775,28900.000,2026-03-02T00:00:00,3/2/2,3,2,2,0,1,128060
2533,Coolenar Pool,De Grey,Australia,-20.325,119.275,50007.000,2026-03-02T00:00:00,3/2/-9999,3,2,-9999,0,1,561981
2534,Agua Clara,Parana,Brazil,-20.425,-52.925,14500.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,12,642740
2538,Barranco Branco,Parana,Brazil,-21.075,-57.875,546000.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,5,642457
2546,Fecho Dos Morros,Parana,Brazil,-21.475,-57.925,470000.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,6,642457
2550,Porto Murtinho,Parana,Brazil,-21.675,-57.925,474500.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,6,642457
2557,Sao Carlos,Parana,Brazil,-22.225,-57.325,11100.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,12,642457
2539,Clube De Regatas,Parana,Brazil,-21.075,-47.775,10700.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,13,642942
2541,Vila Franca do Save,Na,Mozambique,-21.125,34.525,,2026-03-02T00:00:00,13/2/-9999,13,2,-9999,0,11,123061
2548,Save em Massangena,Na,Mozambique,-21.525,32.975,,2026-03-02T00:00:00,11/2/-9999,11,2,-9999,0,11,123061
2543,Omaruru At Omburo -64733003-,Coastal,Namibia,-21.325,16.175,1361.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,128050
2545,Omaruru At Etemba -64733002-,Coastal,Namibia,-21.425,15.675,20925.000,2026-03-02T00:00:00,2/2/2,2,2,2,0,1,128050
2544,Jimbegnyinoo Pool,Fortescue,Australia,-21.325,116.125,18371.000,2026-03-02T00:00:00,3/2/2,3,2,2,0,1,561941
2547,Ponte Guatapara,Parana,Brazil,-21.525,-48.025,13900.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,13,642945
2549,Delfino Costa,Parana,Brazil,-21.625,-53.075,13590.000,2026-03-02T00:00:00,3/2/-9999,3,2,-9999,0,13,642722
2551,Fazenda Buriti,Parana,Brazil,-21.675,-52.875,31000.000,2026-03-02T00:00:00,2/2/2,2,2,2,0,12,642721
2552,Campos   Ponte Municipal,Paraiba Do Sul,Brazil,-21.775,-41.325,55500.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,635801
2553,Khan At Ameib -64732004-,Coastal,Namibia,-21.825,15.625,2825.000,2026-03-02T00:00:00,2/2/2,2,2,2,0,7,128040
2554,Dawib At Dawib -64732005-,Coastal,Namibia,-21.875,15.575,4891.000,2026-03-02T00:00:00,2/2/2,2,2,2,0,8,128040
2555,Tobane D S 67536021,Limpopo,Botswana,-21.875,28.025,11370.000,2026-03-02T00:00:00,5/-9999/-9999,5,-9999,-9999,0,8,124800
2556,Paraiba Do Sul,Paraiba Do Sul,Brazil,-22.175,-43.275,21400.000,2026-03-02T00:00:00,2/-9999/-9999,2,-9999,-9999,0,1,635809
2558,Beibrug Ds,Limpopo,South Africa,-22.225,30.025,201001.000,2026-03-02T00:00:00,17/3/-9999,17,3,-9999,0,11,124507
2559,Chefu,Na,Mozambique,-22.225,32.475,,2026-03-02T00:00:00,9/5/-9999,9,5,-9999,0,11,124209
2560,D J  San Salvador  Chacance,Loa,Chile,-22.375,-69.525,12806.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,662805
2561,Ivinhema,Parana,Brazil,-22.375,-53.525,31900.000,2026-03-02T00:00:00,2/-9999/-9999,2,-9999,-9999,0,13,642583
2562,Mogalakwena River At Leniesrus,Limpopo,South Africa,-22.525,28.875,15845.000,2026-03-02T00:00:00,11/2/2,11,2,2,0,11,124920
2565,Mogalakwena River At Leniesrus,Limpopo,South Africa,-22.575,28.875,14733.000,2026-03-02T00:00:00,11/2/2,11,2,2,0,11,124920
2575,Mogalakwena River At Glen Alpine,Limpopo,South Africa,-23.175,28.675,11292.000,2026-03-02T00:00:00,9/2/2,9,2,2,0,10,124920
2563,Nanutarra,Ashburton,Australia,-22.525,115.475,71387.000,2026-03-02T00:00:00,2/2/-9999,2,2,-9999,0,14,561801
2564,San Telmo,Rao Bermejo,Argentina,-22.575,-64.225,,2026-03-02T00:00:00,2/-9999/-9999,2,-9999,-9999,0,10,642424
2568,San Jose,Rao Pescado,Argentina,-22.875,-64.725,,2026-03-02T00:00:00,2/-9999/-9999,2,-9999,-9999,0,5,642424
2576,Pozo Sarmiento,Parana,Argentina,-23.225,-64.225,,2026-03-02T00:00:00,3/-9999/-9999,3,-9999,-9999,0,6,642424
2567,Porto Sao Jose   Jusante,Parana,Brazil,-22.725,-53.175,676000.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,11,642590
2569,Limpopo River At Botswana,Limpopo,Botswana,-22.925,28.025,98240.000,2026-03-02T00:00:00,15/3/2,15,3,2,0,11,124933
2570,Bismark At Stanco -64731003-,Coastal,Namibia,-22.975,16.425,1932.000,2026-03-02T00:00:00,3/-9999/-9999,3,-9999,-9999,0,1,128020
2574,Rooibank  64731011,Coastal,Namibia,-23.175,14.675,14700.000,2026-03-02T00:00:00,5/3/-9999,5,3,-9999,0,15,128020
2578,Kuiseb At Schlesien Weir -64731001-,Coastal,Namibia,-23.275,15.825,3817.000,2026-03-02T00:00:00,3/2/-9999,3,2,-9999,0,4,128020
2581,Gobabeb,Coastal,Namibia,-23.525,15.025,11700.000,2026-03-02T00:00:00,3/2/-9999,3,2,-9999,0,12,128020
2571,Mahapswe At Madiba -67537022-,Limpopo,Botswana,-23.075,26.825,810.000,2026-03-02T00:00:00,3/-9999/-9999,3,-9999,-9999,0,6,124938
2572,The Gap,Fitzroy Queensland,Australia,-23.075,150.075,135757.000,2026-03-02T00:00:00,23/5/2,23,5,2,0,12,563410
2573,Novo Porto Taquara,Parana,Brazil,-23.175,-53.325,34432.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,11,642561
2579,Porto Paraiso Do Norte,Parana,Brazil,-23.325,-52.675,28427.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,11,642561
2577,Jataizinho Ana Cesp,Parana,Brazil,-23.275,-50.975,21915.000,2026-03-02T00:00:00,2/-9999/-9999,2,-9999,-9999,0,1,642620
2580,Limpopo At Combomune E33,Limpopo,Mozambique,-23.375,32.375,257200.000,2026-03-02T00:00:00,39/3/-9999,39,3,-9999,1,10,124501
2582,Na,Eyre Lake,Australia,-23.625,139.775,,2026-03-02T00:00:00,100/100/11,100,100,11,2,1,568750
2583,Caimancito,Parana,Argentina,-23.675,-64.475,25800.000,2026-03-02T00:00:00,3/-9999/-9999,3,-9999,-9999,0,15,642427
2584,Great Letaba River At Kruger National Park,Limpopo,South Africa,-23.675,31.175,10652.000,2026-03-02T00:00:00,23/-9999/-9999,23,-9999,-9999,0,8,124404
2588,Letaba River At Kruger National Park,Limpopo,South Africa,-23.825,31.575,12938.000,2026-03-02T00:00:00,58/2/-9999,58,2,-9999,1,8,124404
2585,Na,Eyre Lake,Australia,-23.775,141.025,,2026-03-02T00:00:00,100/100/100,100,100,100,3,1,568650
2586,Na,Eyre Lake,Australia,-23.775,143.775,,2026-03-02T00:00:00,100/100/100,100,100,100,3,1,568293
2587,Kam Rivier At Klein Aub -64812004-,Orange,Namibia,-23.825,16.575,275.000,2026-03-02T00:00:00,2/-9999/-9999,2,-9999,-9999,0,8,127209
2597,Fish At Grass -64812001-,Orange,Namibia,-24.175,17.325,9392.000,2026-03-02T00:00:00,3/2/2,3,2,2,0,1,127209
2600,Packriem Rivier At Karris -64812005-,Orange,Namibia,-24.375,17.575,1414.000,2026-03-02T00:00:00,3/2/-9999,3,2,-9999,0,1,127209
2589,Na,Na,Mozambique,-23.825,32.275,,2026-03-02T00:00:00,11/5/2,11,5,2,0,11,124402
2590,Na,Na,Mozambique,-23.875,32.125,,2026-03-02T00:00:00,23/-9999/-9999,23,-9999,-9999,0,12,124403
2591,Inhamhombe em Maxixe km12,Na,Mozambique,-23.975,35.325,,2026-03-02T00:00:00,37/9/3,37,9,3,1,12,123070
2595,Jagamo,Na,Mozambique,-24.125,35.325,,2026-03-02T00:00:00,39/11/2,39,11,2,1,14,123070
2592,Guaira,Parana,Brazil,-24.075,-54.275,,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,14,642530
2593,Olifants River At Kruger National Park,Limpopo,South Africa,-24.075,31.225,49826.000,2026-03-02T00:00:00,5/2/-9999,5,2,-9999,0,9,124405
2594,Olifants River At Kruger National Park,Limpopo,South Africa,-24.075,31.675,53820.000,2026-03-02T00:00:00,5/2/-9999,5,2,-9999,0,10,124405
2598,Olifants River At Oxford,Limpopo,South Africa,-24.175,30.825,46583.000,2026-03-02T00:00:00,5/2/-9999,5,2,-9999,0,9,124405
2599,Finale 27521009,Limpopo,South Africa,-24.325,30.725,42714.000,2026-03-02T00:00:00,2/2/-9999,2,2,-9999,0,9,124405
2596,Balsa Santa Maria,Parana,Brazil,-24.175,-53.725,20982.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,11,642540
2601,Faure Crocodile River,Limpopo,South Africa,-24.375,27.075,,2026-03-02T00:00:00,9/3/2,9,3,2,0,8,124990
2607,Krokodil River At Haakdoringdrift,Limpopo,South Africa,-24.725,27.425,22270.000,2026-03-02T00:00:00,9/2/2,9,2,2,0,8,124990
2613,Krokodil River At Hardekoolbult,Limpopo,South Africa,-24.925,27.525,21349.000,2026-03-02T00:00:00,9/3/2,9,3,2,0,7,124990
2619,Krokodil River At Nooitgedacht,Limpopo,South Africa,-25.075,27.525,20627.000,2026-03-02T00:00:00,9/3/2,9,3,2,0,7,124990
2602,Macarretane,Na,Mozambique,-24.375,32.875,,2026-03-02T00:00:00,43/3/-9999,43,3,-9999,1,11,124300
2603,Limpopo At Chokwe E35,Limpopo,Mozambique,-24.475,32.975,34200.000,2026-03-02T00:00:00,43/3/-9999,43,3,-9999,1,11,124300
2604,Na,Na,Mozambique,-24.475,34.275,,2026-03-02T00:00:00,11/5/3,11,5,3,0,9,123080
2605,Tsauchab At Sesriem -64722401-,Coastal,Namibia,-24.525,15.725,2756.000,2026-03-02T00:00:00,2/2/-9999,2,2,-9999,0,15,128008
2606,Iporanga,Ribeira Do Iguape,Brazil,-24.575,-48.575,12450.000,2026-03-02T00:00:00,5/2/-9999,5,2,-9999,0,1,641102
2608,Na,Parana,Paraguay,-24.775,-57.225,,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,8,642451
2609,Olifants River At Tambotieboom,Limpopo,South Africa,-24.775,29.425,,2026-03-02T00:00:00,2/2/-9999,2,2,-9999,0,9,124407
2610,Sicacate 58510036,Limpopo,Mozambique,-24.775,33.575,416522.000,2026-03-02T00:00:00,43/3/-9999,43,3,-9999,1,11,124100
2618,Limpopo em Xai-Xai,Na,Mozambique,-25.025,33.625,,2026-03-02T00:00:00,45/3/-9999,45,3,-9999,1,12,124100
2611,Hudup At Breckhorn -64812007-,Orange,Namibia,-24.825,17.175,5030.000,2026-03-02T00:00:00,3/2/-9999,3,2,-9999,0,1,127208
2612,Nune Mile Bridge,Na,Australia,-24.825,113.775,73432.000,2026-03-02T00:00:00,2/2/-9999,2,2,-9999,0,15,561601
2614,Loskop Noord 27527001,Limpopo,South Africa,-24.925,29.375,16622.000,2026-03-02T00:00:00,2/2/-9999,2,2,-9999,0,9,124409
2629,Olifants River At Loskop Nat  Res,Limpopo,South Africa,-25.425,29.375,12286.000,2026-03-02T00:00:00,2/-9999/-9999,2,-9999,-9999,0,9,124409
2615,Na,Parana,Argentina,-24.975,-60.975,,2026-03-02T00:00:00,2/-9999/-9999,2,-9999,-9999,0,7,642423
2616,Gochas,Orange,Namibia,-25.025,18.875,19600.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,12,127467
2617,Incomati en Magude,Na,Mozambique,-25.025,32.625,,2026-03-02T00:00:00,11/2/-9999,11,2,-9999,0,8,125203
2620,Na,Na,Mozambique,-25.075,32.925,,2026-03-02T00:00:00,9/2/-9999,9,2,-9999,0,8,125201
2621,Cachi,Rao Calchaqui,Argentina,-25.125,-66.175,,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,14,642296
2622,Walla,Coastal,Australia,-25.125,151.975,32455.000,2026-03-02T00:00:00,31/21/11,31,21,11,1,9,563601
2623,Finca Agropecuaria,Juramento,Argentina,-25.175,-64.125,,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,15,642293
2624,El Tunal,Juramento,Argentina,-25.225,-64.475,,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,15,642293
2625,Desembocadura Al Pasaje,Parana,Argentina,-25.325,-64.525,,2026-03-02T00:00:00,3/2/-9999,3,2,-9999,0,14,642293
2626,Juramento - El Quebrachal,Juramento,Argentina,-25.375,-64.075,,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,15,642293
2642,El Arenal,Parana,Argentina,-26.175,-63.775,,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,15,642293
2627,Puerto Pilcomayo,Parana,Argentina,-25.375,-57.625,,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,8,642439
2628,Tenbosch 27613216,Incomati,South Africa,-25.375,31.975,10379.000,2026-03-02T00:00:00,3/2/-9999,3,2,-9999,0,7,125208
2630,Komati River At Komatipoort,Incomati,South Africa,-25.425,31.975,21652.000,2026-03-02T00:00:00,7/2/-9999,7,2,-9999,0,8,125208
2631,Komati River At M Weti,Incomati,South Africa,-25.475,31.975,11182.000,2026-03-02T00:00:00,7/2/-9999,7,2,-9999,0,8,125209
2632,Salto Osorio Jusante,Parana,Brazil,-25.525,-53.025,45824.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,15,642523
2633,Puerto Andresito,Rao Paranai,Argentina,-25.575,-54.075,,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,642521
2634,Porto Capanema,Parana,Brazil,-25.575,-53.925,65680.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,642521
2636,Salto Cataratas,Parana,Brazil,-25.675,-54.425,67317.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,642521
2635,Na,Eyre Lake,Australia,-25.575,142.625,,2026-03-02T00:00:00,100/100/100,100,100,100,3,1,568270
2637,Tses 64812009,Orange,Namibia,-25.875,18.025,37600.000,2026-03-02T00:00:00,3/-9999/-9999,3,-9999,-9999,0,4,127205
2654,Seeheim 64812008,Orange,Namibia,-26.775,17.775,46400.000,2026-03-02T00:00:00,3/-9999/-9999,3,-9999,-9999,0,10,127205
2638,Birdsville,Eyre Lake,Australia,-25.875,139.375,119034.000,2026-03-02T00:00:00,100/100/100,100,100,100,3,1,568610
2639,Puerto Libertad,Rao Paranai,Argentina,-25.925,-54.625,,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,642515
2640,Na,Na,Mozambique,-26.025,32.275,,2026-03-02T00:00:00,3/2/2,3,2,2,0,7,125300
2641,Na,Na,Mozambique,-26.075,32.325,,2026-03-02T00:00:00,5/2/2,5,2,2,0,7,125300
2643,Umbeluzi em Goba Montante,Na,Mozambique,-26.175,32.125,,2026-03-02T00:00:00,7/2/2,7,2,2,0,1,125300
2644,Puerto Formosa,Paranai,Argentina,-26.225,-58.125,,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,9,642437
2645,Uniao Da Vitoria,Parana,Brazil,-26.225,-51.075,24211.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,642525
2646,El Colorado,Parana,Argentina,-26.325,-59.375,65736.000,2026-03-02T00:00:00,2/-9999/-9999,2,-9999,-9999,0,8,642421
2647,Na,Parana,Paraguay,-26.375,-57.725,,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,642434
2649,Na,Parana,Paraguay,-26.525,-57.225,,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,642434
2648,Bethanien 64812013,Orange,Namibia,-26.425,17.125,4140.000,2026-03-02T00:00:00,3/-9999/-9999,3,-9999,-9999,0,15,127202
2650,Pinar Ciba,Paranai,Argentina,-26.525,-54.475,,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,642513
2653,El Alcazar,Paranai,Argentina,-26.725,-54.775,,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,642513
2673,Posadas,Parana,Argentina,-27.325,-55.875,,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,642513
2677,Posadas -Ita Cua-,Parana,Paraguay,-27.425,-55.775,,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,642513
2651,EL SUNCHAL,Not found,Not found,-26.625,-65.075,,2026-03-02T00:00:00,13/2/-9999,13,2,-9999,0,14,644019
2659,Potrero  de las Tablas,Lules,Argentina,-26.875,-65.425,,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,5,644019
2667,Km 19-Ruta 307,Mar Chiquita,Argentina,-27.125,-65.575,,2026-03-02T00:00:00,2/-9999/-9999,2,-9999,-9999,0,5,644019
2672,LOS HORNITOS,Not found,Not found,-27.325,-65.875,,2026-03-02T00:00:00,37/5/2,37,5,2,1,5,644019
2676,Gastona - RP 157 - Atahona,Gastona,Argentina,-27.425,-65.275,,2026-03-02T00:00:00,11/2/-9999,11,2,-9999,0,5,644019
2652,Siphofaneni 68632206,Maputo,Eswatini,-26.675,31.675,12869.000,2026-03-02T00:00:00,9/3/-9999,9,3,-9999,0,8,125407
2655,Lowen Rivier At Geduld -64812012-,Orange,Namibia,-26.775,18.475,4795.000,2026-03-02T00:00:00,3/2/-9999,3,2,-9999,0,1,127204
2656,Vaal River At Woodlands,Orange,South Africa,-26.775,27.625,47222.000,2026-03-02T00:00:00,2/-9999/-9999,2,-9999,-9999,0,7,127979
2660,Vaal River At Annie S Rust,Orange,South Africa,-26.875,28.125,38523.000,2026-03-02T00:00:00,2/-9999/-9999,2,-9999,-9999,0,1,127979
2663,Vaal River At De Vaal,Orange,South Africa,-26.925,27.225,49120.000,2026-03-02T00:00:00,2/-9999/-9999,2,-9999,-9999,0,7,127979
2657,Maputo em Madubula I,Na,Mozambique,-26.775,32.425,,2026-03-02T00:00:00,9/3/-9999,9,3,-9999,0,8,125401
2658,Na,Na,Mozambique,-26.825,32.125,,2026-03-02T00:00:00,9/3/-9999,9,3,-9999,0,8,125405
2661,Puerto Bermejo,Parana,Argentina,-26.925,-58.475,,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,11,642410
2662,Blumenau   Pcd,Atlantico_Trecho Sudeste,Brazil,-26.925,-49.075,11803.000,2026-03-02T00:00:00,2/2/2,2,2,2,0,1,641104
2664,Vaal River At Pilgrims Estate,Orange,South Africa,-26.975,26.725,63437.000,2026-03-02T00:00:00,2/-9999/-9999,2,-9999,-9999,0,8,127975
2665,Vaal River At Villiers,Orange,South Africa,-27.025,28.575,18616.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,9,127990
2666,Vaal River At Nooitgedacht,Orange,South Africa,-27.025,28.775,15500.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,9,127990
2668,Itati,Parana,Argentina,-27.275,-58.275,,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,642511
2669,El Soberbio,Uruguay,Brazil,-27.275,-54.175,,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,641877
2692,Porto Lucena,Uruguay,Brazil,-27.875,-55.025,,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,641877
2670,Wilge River At Frankfort,Orange,South Africa,-27.275,28.475,15673.000,2026-03-02T00:00:00,2/-9999/-9999,2,-9999,-9999,0,2,127980
2671,Wilge River At Ballingtomp,Orange,South Africa,-27.275,28.575,10489.000,2026-03-02T00:00:00,2/-9999/-9999,2,-9999,-9999,0,1,127980
2674,Slabberts 27817822,Orange,South Africa,-27.325,28.525,15522.000,2026-03-02T00:00:00,2/-9999/-9999,2,-9999,-9999,0,2,127980
2675,Vaal River At Klipplaatdrift,Orange,South Africa,-27.375,26.475,79903.000,2026-03-02T00:00:00,2/-9999/-9999,2,-9999,-9999,0,8,127973
2678,Gaap Rivier At Holoog -64812015-,Orange,Namibia,-27.425,17.975,2384.000,2026-03-02T00:00:00,3/-9999/-9999,3,-9999,-9999,0,1,127203
2695,Ai Ais 64812014,Orange,Namibia,-27.925,17.475,63300.000,2026-03-02T00:00:00,5/-9999/-9999,5,-9999,-9999,0,1,127203
2679,Corrientes,Parana,Argentina,-27.475,-58.825,,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,9,642370
2680,Marcelino Ramos,Uruguay,Brazil,-27.475,-51.925,41267.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,11,641879
2681,Harts River At Tlapeng,Orange,South Africa,-27.475,24.925,19733.000,2026-03-02T00:00:00,3/-9999/-9999,3,-9999,-9999,0,9,127945
2685,Taung 27817303,Orange,South Africa,-27.575,24.775,11044.000,2026-03-02T00:00:00,5/-9999/-9999,5,-9999,-9999,0,9,127945
2682,Savages Crossing,Coastal,Australia,-27.475,152.725,10170.000,2026-03-02T00:00:00,19/11/7,19,11,7,0,12,563704
2683,Chico - RP 157 - Monteagudo,Rao Chico,Argentina,-27.525,-65.275,,2026-03-02T00:00:00,5/2/-9999,5,2,-9999,0,9,644018
2686,Marapa - RP 157 - Lamadrid,Marapa,Argentina,-27.675,-65.275,,2026-03-02T00:00:00,7/3/-9999,7,3,-9999,0,9,644018
2684,Passo Caru,Uruguay,Brazil,-27.525,-50.875,,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,641890
2687,Vaal River At Port Arlington,Orange,South Africa,-27.675,25.575,108652.000,2026-03-02T00:00:00,2/-9999/-9999,2,-9999,-9999,0,11,127950
2698,Vaal River At Schoolplaats,Orange,South Africa,-28.075,24.875,115057.000,2026-03-02T00:00:00,2/-9999/-9999,2,-9999,-9999,0,11,127950
2706,Vaal River At Riverton,Orange,South Africa,-28.525,24.675,120902.000,2026-03-02T00:00:00,2/-9999/-9999,2,-9999,-9999,0,12,127950
2688,Cullyamurra Water Hole,Eyre Lake,Australia,-27.675,140.825,230000.000,2026-03-02T00:00:00,100/100/100,100,100,100,3,4,568217
2689,En La Puerta,Copiapo,Chile,-27.775,-70.175,,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,15,662600
2690,Ruta Provincial No 6,Paranai,Argentina,-27.775,-58.525,,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,7,642357
2697,Empedrado,Parana,Argentina,-27.975,-58.825,,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,10,642357
