pfaf_id,Rain_TotalArea_km,perc_Area,MeanRain,MaxRain
516004,1863.180840713582,59.59130437571978,0.028196721311475416,0.11
517002,10096.655354701981,34.340103883188355,0.29957703927492446,3.34
517003,1650.221776315713,96.73074264802281,3.604444444444445,9.98
517004,4803.233831567335,98.0849614020411,3.8291719745222927,11.43
517005,2660.3882260427827,90.77852706520964,2.172413793103448,8.73
517006,520.5041025051631,99.34501285874666,4.938823529411764,11.04
525015,5488.306789006232,6.350781020399088,0.05365168539325843,0.38
525016,2155.186435320901,30.904560671188165,0.09042857142857141,0.35
525017,5047.1264750781065,16.857470608976715,0.3259146341463415,4.48
525030,9500.832682241424,95.77027081397215,1.0255339805825243,10.77
525040,583.6878643537822,104.51915888457097,3.664210526315789,7.11
525050,3578.9732052930126,102.71309904956863,0.21706896551724142,0.64
525060,4812.20089058025,93.80881803442247,1.1876923076923078,4.8
531402,183.71203672164788,0.931042853066243,0.01,0.01
531404,858.4291847387318,11.812470918204152,0.01,0.01
531500,12533.206216992658,98.50029460345193,0.10846341463414635,0.7
531510,8659.827197073122,32.65239299128182,0.02887323943661972,0.17
531520,2964.6858766044047,36.51842029417946,0.012371134020618558,0.04
531530,23307.78362687291,94.36241696055062,0.04927821522309712,0.2
531540,12819.434822267,49.96779248342326,0.06507177033492824,0.19
531550,3829.0018286583218,104.4386963061051,0.07240000000000002,0.16
531560,9633.242412164751,100.47086167913082,0.1335668789808917,0.26
531570,11997.626227231733,99.25903089438702,0.20025575447570335,0.56
531580,14628.56760547572,52.20986813012571,0.13281512605042017,0.54
531591,6854.495218342913,84.76011523521024,0.2754260089686098,0.96
531592,3536.994582802638,52.151454962687794,0.1142608695652174,0.22
531593,38871.011736927736,50.64093345375452,0.4024148851939826,12.85
531597,1355.309596865372,2.6510587702963098,0.10727272727272727,0.77
532001,8780.483157080533,99.70749948533256,1.9357192982456142,17.77
532002,18396.998700835436,100.06292004468042,2.218860971524288,22.65
532003,1262.908726889133,99.97249883687986,0.28317073170731705,0.54
532004,215.43016812712978,83.78221126966206,0.07714285714285715,0.22
532005,1627.8240950583906,107.44685416311972,0.07660377358490565,0.17
532006,9020.974089009993,101.9603039066023,0.15894557823129252,1.32
532007,61.53380742480572,79.22834885793165,0.565,0.61
532009,30.722097008221613,358.3134213547139,3.42,3.42
533000,14226.771741247414,50.6718596660705,0.849349240780911,8.45
534000,2992.424150615177,41.47864972623378,0.7122680412371134,1.13
562534,30.16735886732304,0.4161680874405347,0.01,0.01
562535,30.173037083450073,3.035744988968835,0.01,0.01
562573,1179.8212680931704,14.445460980776092,0.014358974358974362,0.03
562574,603.0045634463612,24.374668163797672,0.010000000000000002,0.01
562575,1116.7167224828133,79.91417674402004,0.011891891891891894,0.02
562576,3916.5567980478686,52.30171425834308,0.01553846153846154,0.03
562577,1537.9560934940178,98.65769700521528,0.01235294117647059,0.02
562578,5841.716438629549,76.08132165198303,0.013865979381443301,0.06
562579,1357.5788311361616,93.68679031307241,0.036222222222222225,0.13
562580,6170.576417274753,59.10731723268873,0.04234146341463414,0.09
562591,15428.835676689687,100.22298506710455,0.2720703125,0.95
562592,2465.5711202568887,94.35386146520374,0.0801219512195122,0.15
562593,360.50138500650667,55.53600239006252,0.03166666666666667,0.06
562594,60.07945399046609,2.6223088388115405,0.01,0.01
562995,607.3039149183331,1.4637548111670715,0.026500000000000003,0.11
