pfaf_id,Rain_TotalArea_km,perc_Area,MeanRain,MaxRain
516004,397.13314247440337,12.701763271575137,0.01230769230769231,0.02
517002,2838.249563574667,9.653274419650124,0.11666666666666668,0.39
517003,1650.221776315713,96.73074264802281,2.2490740740740742,7.48
517004,4803.233831567335,98.0849614020411,4.450127388535032,11.8
517005,2629.884135013586,89.73765775674313,0.25813953488372093,1.19
517006,520.5041025051631,99.34501285874666,1.6870588235294115,3.48
525015,3668.165317380372,4.2446086876866485,0.061176470588235304,0.31
525016,2370.851652570749,33.99711855014053,0.06168831168831169,0.23
525017,4339.643515170566,14.494467965416325,0.07787234042553191,0.24
525030,7933.519149718382,79.97144070293359,0.15751937984496125,1.41
525040,583.6878643537822,104.51915888457097,0.19789473684210526,0.41
525050,2961.8750607453376,85.00297404765733,0.30635416666666665,2.23
525060,4812.20089058025,93.80881803442247,0.8749358974358973,3.48
531401,6784.2415924502075,74.204279095816,0.041891891891891894,0.1
531402,6342.169883849232,32.14178041168051,0.043140096618357486,0.14
531403,918.1689681744435,67.09572891322509,0.038666666666666676,0.08
531404,888.8783410093935,12.231468523743992,0.010344827586206898,0.02
531405,30.614059029557183,0.4387255134299644,0.01,0.01
531500,12533.206216992658,98.50029460345193,0.699219512195122,2.43
531510,14947.817686282138,56.36163474710916,0.06414285714285715,0.18
531520,8069.553590690513,99.39918152433758,0.05348484848484849,0.12
531530,24747.115466214935,100.18960470790876,0.11114956736711992,1.13
531540,13277.763658983244,51.75427375344201,0.05900692840646652,0.16
531550,3829.0018286583218,104.4386963061051,0.16199999999999995,0.42
531560,9633.242412164751,100.47086167913082,0.114171974522293,0.23
531570,11997.626227231733,99.25903089438702,0.1420460358056266,0.32
531580,10415.99361084483,37.17504457940778,0.11227138643067847,0.23
531591,6485.350919918232,80.19541538843423,0.15445497630331756,0.55
531592,3136.993277022492,46.25360875595708,0.11068627450980394,0.2
531593,47505.03635866658,61.8892917230655,0.40692158133506157,13.17
531594,61.68174458400708,0.9811900497474115,0.015,0.02
531595,308.41789572717795,7.955211771424247,0.027000000000000003,0.09
531596,493.48903909673834,8.729938999149374,0.03375,0.11
531597,9810.987771881806,19.190821962799646,0.6987735849056603,6.96
532001,8780.483157080533,99.70749948533256,2.6176140350877195,17.06
532002,18396.998700835436,100.06292004468042,2.342897822445561,17.68
532003,1262.908726889133,99.97249883687986,6.454146341463415,14.99
532004,215.43016812712978,83.78221126966206,1.0128571428571427,1.81
532005,1627.8240950583906,107.44685416311972,0.6426415094339623,1.77
532006,9020.974089009993,101.9603039066023,0.26289115646258504,1.41
532007,61.53380742480572,79.22834885793165,1.345,1.79
532009,30.722097008221613,358.3134213547139,1.37,1.37
533000,20429.287599750387,72.76352029540467,1.1679003021148036,17.33
534000,6696.085650160601,92.81591687554513,0.826036866359447,5.48
562500,604.9683418742496,7.746708401866666,0.0105,0.02
562573,241.9178171832983,2.9619862628208615,0.01,0.01
562574,542.4294793556643,21.926100336605405,0.010000000000000002,0.01
562575,603.5723303261248,43.192678064534235,0.010000000000000002,0.01
562576,3916.5568667834523,52.30171517623832,0.012076923076923077,0.02
562577,1568.1120270381598,100.59215727172936,0.01,0.01
562578,6293.243895876367,81.96192302495146,0.0115311004784689,0.03
562579,1357.5788311361616,93.68679031307241,0.023777777777777783,0.05
562580,5929.957264028743,56.8024510967866,0.022538071065989845,0.07
562590,359.7658387512854,13.886341883617032,0.013333333333333336,0.02
562591,15638.948742774912,101.58784234641813,0.19953757225433527,0.66
562592,2615.7108164752544,100.09949174981685,0.056206896551724124,0.1
562593,660.7307237454241,101.78696831484109,0.05045454545454547,0.07
562594,2160.8184631054874,94.31399552612228,0.014027777777777778,0.04
562595,209.92357135560127,104.53549039954461,0.01,0.01
562596,59.96631931287419,5.410859504502739,0.01,0.01
562597,269.84522006198733,22.549014440085994,0.012222222222222223,0.02
562598,60.01076160765561,1.6626582858773962,0.01,0.01
562604,150.32441382854464,1.1898216256001026,0.01,0.01
