pfaf_id,Rain_TotalArea_km,perc_Area,MeanRain,MaxRain
517002,671.590763603402,2.2841719142557926,0.03227272727272728,0.09
517003,1650.221776315713,96.73074264802281,1.5857407407407411,6.16
517004,4803.233831567335,98.0849614020411,3.968152866242038,9.45
517005,489.3023642234352,16.696115055282114,0.025625000000000002,0.06
517006,520.5041025051631,99.34501285874666,1.6664705882352941,4.82
525060,2344.349314591275,45.70063537706925,0.040921052631578934,0.13
525090,30.85619465855479,73.78371819022688,0.37,0.37
531308,520.1138421503688,4.844471132150857,0.031764705882352945,0.07
531401,6663.469037334453,72.88330013821263,0.07555045871559632,0.12
531402,13372.480418317533,67.77102112316695,0.15107798165137615,0.58
531403,1377.317761575824,100.64829281020099,0.0651111111111111,0.09
531404,5915.349857964402,81.39855844891203,0.08611398963730571,0.22
531405,796.2025912196561,11.410260569820439,0.03230769230769231,0.07
531500,12533.206216992658,98.50029460345193,0.793,4.15
531510,13178.970599126827,49.692091704633626,0.05997685185185185,0.14
531520,8069.553590690513,99.39918152433758,0.07806818181818183,0.13
531530,24747.115466214935,100.18960470790876,0.3637824474660074,3.7
531540,24984.640918389858,97.38552206018214,0.84019656019656,4.29
531550,3829.0018286583218,104.4386963061051,0.20320000000000002,0.48
531560,9633.242412164751,100.47086167913082,0.2403184713375796,1.91
531570,11997.626227231733,99.25903089438702,0.13741687979539643,1.01
531580,27492.427087379103,98.12143140192849,1.1201677852348995,9.49
531591,8023.6427534425,99.21735484883126,1.1578544061302682,9.75
531592,6860.815164339647,101.159751499215,1.1648430493273543,7.97
531593,76720.9696863817,99.95164382882747,1.275732637494982,40.54
531594,6293.973631929257,100.12013023741189,0.2267156862745098,2.7
531595,3918.381578564064,101.06921709335141,0.6170078740157481,4.42
531596,5646.6602936386225,99.89076961589983,0.29907103825136616,3.85
531597,18621.87030369897,36.42538406141415,0.7540728476821191,7.84
531602,2401.9610812445376,9.716928987047737,0.019487179487179488,0.13
531603,184.7954427270711,1.0776268397706301,0.01,0.01
531604,2062.904351044035,33.74487867443885,0.23582089552238808,1.53
531606,3692.662829939184,51.20161155844166,0.21825,1.48
531809,707.4218683346037,5.719938000006548,0.06695652173913044,0.21
532001,8503.172706838155,96.55847783354311,0.5053985507246377,2.77
532002,18396.998700835436,100.06292004468042,2.4320770519262984,18.42
532003,1262.908726889133,99.97249883687986,2.9475609756097563,5.16
532004,215.43016812712978,83.78221126966206,6.472857142857143,9.52
532005,1627.8240950583906,107.44685416311972,0.9115094339622642,8.72
532006,9020.974089009993,101.9603039066023,0.30904761904761907,1.79
532007,61.53380742480572,79.22834885793165,3.29,3.66
532009,30.722097008221613,358.3134213547139,0.51,0.51
533000,27493.386568193146,97.92390369836349,1.5855667789001124,19.48
534000,6696.085650160601,92.81591687554513,2.6996313364055298,8.81
535000,3579.4614456419454,61.52551366586496,0.12491379310344826,0.61
562573,363.3602330213841,4.448899346050445,0.009999999999999998,0.01
562575,90.52453676430872,6.4780921472811945,0.01,0.01
562576,361.9455245322529,4.833421900228147,0.009999999999999998,0.01
562577,90.49637542075305,5.805213831590827,0.01,0.01
562578,120.50198955615022,1.5693932979184695,0.0125,0.02
562579,512.729240045313,35.38354878390728,0.013529411764705884,0.02
562580,1536.728615116407,14.720165445151714,0.018823529411764704,0.05
562591,13985.302701981953,90.8460504234499,0.10342672413793104,0.48
562592,631.9799968477158,24.184965739352283,0.01666666666666667,0.03
