,pfaf_id,1-Day_TotalArea_km2,1-Day_perc_Area,1-Day_CS_TotalArea_km2,1-Day_CS_perc_Area,2-Day_TotalArea_km2,2-Day_perc_Area,3-Day_TotalArea_km2,3-Day_perc_Area
203,114960,1.812,0.012,1.688,0.011,0.0,0.0,0.0,0.0
204,114970,0.375,0.011,0.375,0.011,0.0,0.0,0.0,0.0
205,114980,0.188,0.002,0.188,0.002,0.0,0.0,0.0,0.0
206,114990,2.938,0.011,2.938,0.011,0.0,0.0,0.0,0.0
207,115101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208,115102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209,115103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210,115201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211,115202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212,115203,38.812,0.488,34.125,0.429,0.0,0.0,0.0,0.0
213,115204,21.25,0.524,21.25,0.524,0.0,0.0,0.0,0.0
214,115205,340.125,2.09,83.688,0.514,0.0,0.0,0.0,0.0
215,115206,2.438,0.278,2.438,0.278,0.0,0.0,0.0,0.0
216,115207,40.812,0.711,15.688,0.273,0.062,0.001,0.0,0.0
217,115208,12.625,0.319,4.438,0.112,0.0,0.0,0.0,0.0
218,115209,32.188,0.57,17.5,0.31,0.0,0.0,0.0,0.0
219,115300,126.625,0.466,91.688,0.338,0.312,0.001,0.0,0.0
220,115410,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
221,115421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222,115422,32.875,0.647,29.562,0.582,0.0,0.0,0.812,0.016
223,115423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
