,pfaf_id,1-Day_TotalArea_km2,1-Day_perc_Area,1-Day_CS_TotalArea_km2,1-Day_CS_perc_Area,2-Day_TotalArea_km2,2-Day_perc_Area,3-Day_TotalArea_km2,3-Day_perc_Area
4881,283114,0.625,0.008,0.625,0.008,0.875,0.011,0.125,0.002
4882,283115,1.438,0.416,1.062,0.307,4.625,1.337,0.25,0.072
4883,283116,6.062,0.166,0.688,0.019,1.062,0.029,0.0,0.0
4884,283117,0.0,0.0,0.0,0.0,1.688,0.084,0.25,0.012
4885,283118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4886,283119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4887,283120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4888,283130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4889,283140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4890,283150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4891,283161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4892,283162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4893,283163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4894,283164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4895,283165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4896,283166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4897,283167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4898,283168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4899,283169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4900,283170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4901,283180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4902,283190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4903,283210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4904,283221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4905,283222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4906,283223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4907,283224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4908,283225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4909,283226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4910,283227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4911,283228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4912,283229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4913,283231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4914,283232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4915,283233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4916,283234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4917,283235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4918,283236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4919,283237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4920,283238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4921,283239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4922,283241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4923,283242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4924,283243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4925,283244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4926,283245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4927,283246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4928,283247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4929,283248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4930,283249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4931,283251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4932,283252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4933,283253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4934,283254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4935,283255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4936,283256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4937,283257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4938,283258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4939,283259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4940,283261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4941,283262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4942,283263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4943,283264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4944,283265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4945,283266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4946,283267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4947,283268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4948,283269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4949,283271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4950,283272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4951,283273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4952,283274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4953,283275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4954,283276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4955,283277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4956,283278,0.0,0.0,0.0,0.0,0.0,0.0,0.188,0.003
4957,283279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4958,283281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4959,283282,0.312,0.002,0.312,0.002,0.0,0.0,0.0,0.0
4960,283283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4961,283284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4962,283285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4963,283286,0.125,0.006,0.0,0.0,0.0,0.0,0.0,0.0
4964,283287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4965,283288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4966,283289,0.125,0.004,0.125,0.004,0.0,0.0,0.0,0.0
4967,283291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4968,283292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4969,283293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4970,283294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4971,283295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4972,283296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4973,283297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4974,283298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4975,283299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4976,283301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4977,283302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4978,283303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4979,283304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4980,283305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4981,283306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4982,283307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4983,283308,0.375,0.001,0.125,0.0,0.0,0.0,0.0,0.0
4984,283309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4985,283401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4986,283402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4987,283403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4988,283404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4989,283405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4990,283406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4991,283407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4992,283408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4993,283409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4994,283500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4995,283610,2.0,0.023,2.0,0.023,0.0,0.0,0.0,0.0
4996,283620,220.562,0.755,159.812,0.547,0.0,0.0,0.0,0.0
4997,283630,31.562,0.219,28.125,0.195,0.0,0.0,0.0,0.0
4998,283640,393.938,1.981,239.188,1.203,0.0,0.0,0.0,0.0
4999,283650,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5000,283661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5001,283662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5002,283663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5003,283664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5004,283665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5005,283666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5006,283667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5007,283668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5008,283669,9.312,0.207,5.188,0.115,0.0,0.0,0.0,0.0
5009,283671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5010,283672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5011,283673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5012,283674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5013,283675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5014,283676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5015,283677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5016,283678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5017,283679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5018,283680,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5019,283690,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5020,283701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5021,283702,7.312,0.017,4.375,0.01,0.0,0.0,0.0,0.0
5022,283703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5023,283704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5024,283705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5025,283706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5026,283707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5027,283708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5028,283709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5029,283801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5030,283802,9.5,0.044,0.0,0.0,0.0,0.0,0.0,0.0
5031,283803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5032,283804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5033,283805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5034,283806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5035,283807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5036,283808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5037,283809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5038,283910,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5039,283920,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5040,283930,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5041,283940,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5042,283950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5043,283960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5044,283970,0.062,0.0,0.062,0.0,0.0,0.0,0.0,0.0
5045,283981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5046,283982,0.25,0.003,0.0,0.0,0.0,0.0,0.0,0.0
5047,283983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5048,283984,0.25,0.003,0.188,0.002,0.0,0.0,0.0,0.0
5049,283985,0.125,0.009,0.125,0.009,0.0,0.0,0.0,0.0
5050,283986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5051,283987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5052,283988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5053,283989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5054,283990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5055,284001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5056,284002,15.562,0.56,15.562,0.56,3.312,0.119,0.0,0.0
5057,284004,218.812,1.144,99.312,0.519,6.5,0.034,0.562,0.003
5058,284005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5059,284006,115.438,1.032,82.812,0.74,11.812,0.106,0.375,0.003
5060,284007,87.5,0.589,48.125,0.324,2.75,0.019,0.0,0.0
5061,284008,102.5,2.399,73.062,1.71,6.625,0.155,0.438,0.01
5062,284100,1.5,1.314,0.5,0.438,0.125,0.109,0.0,0.0
5063,284201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5064,284202,16.0,0.05,15.375,0.048,18.312,0.057,16.562,0.052
5065,284203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5066,284204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5067,284205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5068,284206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5069,284207,0.375,0.043,0.0,0.0,0.375,0.043,0.25,0.029
5070,284208,0.0,0.0,0.0,0.0,0.5,0.021,0.25,0.011
5071,284209,0.0,0.0,0.0,0.0,0.25,0.005,0.0,0.0
5072,284301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5073,284302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5074,284303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5075,284304,0.125,0.002,0.0,0.0,0.0,0.0,0.0,0.0
5076,284305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5077,284306,0.062,0.004,0.062,0.004,0.0,0.0,0.0,0.0
5078,284307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5079,284308,79.188,0.185,68.0,0.158,2.812,0.007,0.0,0.0
5080,284309,0.188,0.005,0.188,0.005,0.0,0.0,0.0,0.0
5081,284401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5082,284402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5083,284403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5084,284404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5085,284405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5086,284406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5087,284407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5088,284408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5089,284409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5090,284500,0.562,0.256,0.562,0.256,0.0,0.0,0.0,0.0
5091,284501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5092,284502,1.0,0.007,0.0,0.0,0.0,0.0,0.0,0.0
5093,284503,3.125,0.031,3.062,0.03,0.0,0.0,0.0,0.0
5094,284504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5095,284505,22.812,0.292,11.188,0.143,0.0,0.0,0.0,0.0
5096,284506,0.062,0.003,0.0,0.0,0.0,0.0,0.0,0.0
5097,284507,13.625,0.387,11.938,0.339,0.0,0.0,0.0,0.0
5098,284508,1.875,0.083,1.875,0.083,0.0,0.0,0.0,0.0
5099,284509,0.438,0.031,0.438,0.031,0.0,0.0,0.0,0.0
5100,284610,5.812,0.238,5.812,0.238,0.0,0.0,0.0,0.0
5101,284620,15.625,0.26,12.0,0.199,0.0,0.0,0.0,0.0
5102,284630,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5103,284641,32.25,0.846,27.875,0.731,0.0,0.0,0.0,0.0
5104,284642,42.812,0.299,26.812,0.187,0.438,0.003,0.0,0.0
5105,284643,69.875,0.386,44.688,0.247,12.062,0.067,4.312,0.024
5106,284644,62.0,0.666,31.312,0.336,4.812,0.052,0.0,0.0
5107,284645,95.5,0.516,45.375,0.245,10.125,0.055,6.938,0.037
5108,284646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5109,284647,0.5,0.01,0.5,0.01,0.25,0.005,0.25,0.005
5110,284648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5111,284649,0.438,0.004,0.438,0.004,0.0,0.0,0.0,0.0
5112,284650,148.875,0.626,84.375,0.355,0.0,0.0,0.0,0.0
5113,284660,1.125,0.009,1.062,0.009,0.0,0.0,0.0,0.0
5114,284670,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5115,284680,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5116,284690,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5117,284700,2.312,0.012,2.312,0.012,0.0,0.0,0.0,0.0
5118,284801,0.188,0.009,0.188,0.009,0.0,0.0,0.0,0.0
5119,284802,0.312,0.005,0.312,0.005,0.0,0.0,0.0,0.0
5120,284803,19.75,0.205,13.875,0.144,1.438,0.015,0.0,0.0
5121,284804,14.25,0.184,5.25,0.068,0.062,0.001,0.0,0.0
5122,284805,4.75,0.305,2.75,0.177,0.0,0.0,0.0,0.0
5123,284806,2.125,0.045,2.125,0.045,0.0,0.0,0.0,0.0
5124,284807,28.812,0.199,6.375,0.044,0.0,0.0,0.0,0.0
5125,284808,1.688,0.024,1.5,0.021,0.125,0.002,0.312,0.004
5126,284809,5.688,0.106,1.0,0.019,0.0,0.0,0.0,0.0
5127,284900,0.062,0.0,0.062,0.0,0.0,0.0,0.0,0.0
5128,291100,0.062,0.003,0.062,0.003,0.0,0.0,0.0,0.0
5129,291110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5130,291121,6.5,0.081,0.312,0.004,0.0,0.0,0.0,0.0
5131,291122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5132,291123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5133,291124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5134,291125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5135,291126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5136,291127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5137,291128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5138,291129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5139,291130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5140,291141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5141,291142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5142,291143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5143,291144,9.75,0.151,0.0,0.0,0.0,0.0,0.0,0.0
5144,291145,0.25,0.01,0.0,0.0,0.0,0.0,0.0,0.0
5145,291146,0.188,0.005,0.062,0.002,0.0,0.0,0.0,0.0
5146,291147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5147,291148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5148,291149,0.188,0.004,0.0,0.0,0.0,0.0,0.0,0.0
5149,291150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5150,291160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5151,291170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5152,291180,45.5,0.594,29.062,0.379,0.0,0.0,0.0,0.0
5153,291190,1.0,0.023,0.875,0.02,0.938,0.021,0.188,0.004
5154,291201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5155,291202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5156,291203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5157,291204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5158,291300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5159,291400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5160,291410,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5161,291420,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5162,291430,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5163,291440,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5164,291441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5165,291442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5166,291443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5167,291444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5168,291445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5169,291446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5170,291447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5171,291448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5172,291449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5173,291450,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5174,291461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5175,291462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5176,291463,0.625,0.021,0.625,0.021,0.125,0.004,0.0,0.0
5177,291464,0.188,0.002,0.188,0.002,0.0,0.0,0.0,0.0
5178,291465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5179,291466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5180,291467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5181,291468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5182,291469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5183,291470,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5184,291480,0.062,0.0,0.062,0.0,0.125,0.001,0.062,0.0
5185,291491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5186,291492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5187,291493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5188,291494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5189,291495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5190,291496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5191,291497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5192,291498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5193,291499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5194,291501,71.875,0.255,71.875,0.255,143.75,0.51,120.438,0.428
5195,291502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5196,291503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5197,291504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5198,291505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5199,291506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5200,291600,31.625,0.201,11.188,0.071,2.125,0.013,0.0,0.0
5201,291701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5202,291702,44.625,0.154,7.812,0.027,3.125,0.011,0.0,0.0
5203,291703,1.062,8.822,1.062,8.822,1.375,11.416,1.0,8.303
5204,291704,0.062,0.001,0.062,0.001,0.312,0.005,0.062,0.001
5205,291705,1.25,1.263,1.25,1.263,5.188,5.24,0.312,0.316
5206,291706,0.0,0.0,0.0,0.0,0.875,0.033,0.0,0.0
5207,291707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5208,291708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5209,291709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5210,291800,10.438,0.078,5.562,0.042,0.0,0.0,0.0,0.0
5211,291901,43.375,0.156,26.312,0.094,0.188,0.001,0.0,0.0
5212,291902,39.062,0.363,22.25,0.207,0.0,0.0,0.0,0.0
5213,291903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5214,292100,0.062,0.002,0.062,0.002,0.0,0.0,0.0,0.0
5215,292101,0.062,7.035,0.062,7.035,0.0,0.0,0.0,0.0
5216,292102,11.688,0.151,0.0,0.0,0.0,0.0,0.0,0.0
5217,292103,85.875,1.925,31.0,0.695,9.438,0.212,0.312,0.007
5218,292104,106.562,1.106,2.438,0.025,0.0,0.0,0.0,0.0
5219,292106,393.125,1.498,30.938,0.118,0.5,0.002,0.25,0.001
5220,292107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5221,292108,1.062,0.029,0.188,0.005,0.0,0.0,0.0,0.0
5222,292109,34.125,0.188,1.25,0.007,0.0,0.0,0.0,0.0
5223,292210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5224,292211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5225,292212,3.938,0.053,0.938,0.013,0.0,0.0,0.0,0.0
5226,292213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5227,292214,1.688,0.04,1.625,0.038,0.0,0.0,0.0,0.0
5228,292215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5229,292216,0.125,0.002,0.125,0.002,0.0,0.0,0.0,0.0
5230,292217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5231,292218,0.25,0.003,0.0,0.0,0.0,0.0,0.0,0.0
5232,292219,22.312,0.117,10.938,0.057,0.0,0.0,0.0,0.0
5233,292220,0.188,0.001,0.0,0.0,0.0,0.0,0.0,0.0
5234,292231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5235,292232,16.0,0.265,1.438,0.024,0.0,0.0,0.0,0.0
5236,292233,0.125,0.007,0.0,0.0,0.0,0.0,0.0,0.0
5237,292234,262.25,1.592,75.875,0.461,2.375,0.014,0.0,0.0
5238,292235,56.125,0.348,12.875,0.08,0.0,0.0,0.0,0.0
5239,292236,29.375,0.293,11.875,0.119,0.0,0.0,0.0,0.0
5240,292237,1.25,0.115,1.25,0.115,0.0,0.0,0.0,0.0
5241,292238,212.375,2.349,58.5,0.647,0.0,0.0,0.0,0.0
5242,292239,167.125,1.463,51.312,0.449,0.875,0.008,0.0,0.0
5243,292240,27.188,0.235,5.25,0.045,0.25,0.002,0.0,0.0
5244,292250,209.062,1.761,36.875,0.311,4.312,0.036,0.0,0.0
5245,292260,34.125,1.333,8.5,0.332,0.0,0.0,0.0,0.0
